Project,Severity,Status,Line,Message,Component,Debt,Effort,Creation Date
ReportComparator,CRITICAL,OPEN,149,Refactor this function to reduce its Cognitive Complexity from 31 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/idna/core.py,21min,21min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,156,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/idna/core.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,184,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/idna/core.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,193,Refactor this function to reduce its Cognitive Complexity from 37 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/idna/core.py,27min,27min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,199,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/idna/core.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,234,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/idna/core.py,7min,7min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,312,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/idna/core.py,7min,7min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,23,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/idna/intranges.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,154,Refactor this function to reduce its Cognitive Complexity from 47 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/ElementInclude.py,37min,37min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,74,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/_elementpath.py,9min,9min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,137,Refactor this function to reduce its Cognitive Complexity from 103 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/_elementpath.py,1h33min,1h33min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,138,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/_elementpath.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,226,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/_elementpath.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,250,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/_elementpath.py,9min,9min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,148,Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/builder.py,14min,14min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,203,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/builder.py,11min,11min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,121,"Either merge this branch with the identical one on line ""116"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/lxml/doctestcompare.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,132,Refactor this function to reduce its Cognitive Complexity from 27 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/doctestcompare.py,17min,17min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,275,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/doctestcompare.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,285,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/doctestcompare.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,327,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/doctestcompare.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,394,"Rename this local variable ""Checker"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/lxml/doctestcompare.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,93,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/lxml/html/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,126,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/lxml/html/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,406,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/__init__.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,504,Refactor this function to reduce its Cognitive Complexity from 79 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/html/__init__.py,1h9min,1h9min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,594,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/html/__init__.py,9min,9min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,613,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/__init__.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,672,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/__init__.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,785,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/__init__.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,806,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/__init__.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,860,Refactor this function to reduce its Cognitive Complexity from 38 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/html/__init__.py,28min,28min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,943,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/__init__.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1013,Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/html/__init__.py,16min,16min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,1340,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/html/__init__.py,8min,8min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,1368,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/__init__.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,1916,"Rename function ""Element"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/lxml/html/__init__.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,17,"Rename this parameter ""publicId"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/lxml/html/_html5builder.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,17,"Rename this parameter ""systemId"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/lxml/html/_html5builder.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,19,"Rename this field ""publicId"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/lxml/html/_html5builder.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,20,"Rename this field ""systemId"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/lxml/html/_html5builder.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,25,"Rename this field ""_elementTree"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/lxml/html/_html5builder.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,26,"Rename this field ""childNodes"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/lxml/html/_html5builder.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,28,"Rename method ""appendChild"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/lxml/html/_html5builder.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,65,"Rename this parameter ""publicId"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/lxml/html/_html5builder.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,65,"Rename this parameter ""systemId"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/lxml/html/_html5builder.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,37,"Remove the unused local variable ""self"".",ReportComparator:venv/Lib/site-packages/lxml/html/_setmixin.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,40,"Remove the unused local variable ""self"".",ReportComparator:venv/Lib/site-packages/lxml/html/_setmixin.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,43,"Remove the unused local variable ""self"".",ReportComparator:venv/Lib/site-packages/lxml/html/_setmixin.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,46,"Remove the unused local variable ""self"".",ReportComparator:venv/Lib/site-packages/lxml/html/_setmixin.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,132,"Rename function ""CLASS"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/lxml/html/builder.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,133,"Rename function ""FOR"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/lxml/html/builder.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,84,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/clean.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,86,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/clean.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,237,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/clean.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,242,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/clean.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,248,Refactor this function to reduce its Cognitive Complexity from 142 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/html/clean.py,2h12min,2h12min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,317,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/clean.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,335,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/lxml/html/clean.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,342,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/clean.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,346,"Remove the unused local variable ""found_parent"".",ReportComparator:venv/Lib/site-packages/lxml/html/clean.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,356,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/clean.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,470,"Remove the unused local variable ""bad"".",ReportComparator:venv/Lib/site-packages/lxml/html/clean.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,487,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/clean.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,546,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/html/clean.py,6min,6min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,591,Refactor this function to reduce its Cognitive Complexity from 44 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/html/clean.py,34min,34min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,725,"Remove the unused local variable ""orig_word"".",ReportComparator:venv/Lib/site-packages/lxml/html/clean.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,734,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/clean.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,1,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/defs.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,257,"Rename class ""DEL_START"" to match the regular expression ^[A-Z_][a-zA-Z0-9]+$.",ReportComparator:venv/Lib/site-packages/lxml/html/diff.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,259,"Rename class ""DEL_END"" to match the regular expression ^[A-Z_][a-zA-Z0-9]+$.",ReportComparator:venv/Lib/site-packages/lxml/html/diff.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,441,"Rename class ""token"" to match the regular expression ^[A-Z_][a-zA-Z0-9]+$.",ReportComparator:venv/Lib/site-packages/lxml/html/diff.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,482,"Rename class ""tag_token"" to match the regular expression ^[A-Z_][a-zA-Z0-9]+$.",ReportComparator:venv/Lib/site-packages/lxml/html/diff.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,510,"Rename class ""href_token"" to match the regular expression ^[A-Z_][a-zA-Z0-9]+$.",ReportComparator:venv/Lib/site-packages/lxml/html/diff.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,585,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/html/diff.py,8min,8min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,831,Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/html/diff.py,14min,14min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,47,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/html/formfill.py,9min,9min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,79,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/formfill.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,86,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/html/formfill.py,9min,9min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,110,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/formfill.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,197,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/lxml/html/formfill.py,7min,7min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,290,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/formfill.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,295,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/lxml/html/formfill.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,105,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/lxml/html/html5parser.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,255,"Either merge this branch with the identical one on line ""250"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/lxml/html/html5parser.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,73,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/lxml/html/soupparser.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,76,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/lxml/html/soupparser.py,5min,5min,2019-01-24T12:22:27+0100
